timestamp,building,building_type,occupancy,energy_kwh,temperature_f,event
2026-05-22T19:00,Mesa Housing,Residence,44,89.71,80.2,normal
2026-05-22T19:00,Arts Annex,Studio,19,51.97,80.2,normal
2026-05-22T19:00,Bio Research,Lab,24,114.06,80.2,normal
2026-05-22T20:00,Engineering Hall,Lab,38,105.36,80.2,normal
2026-05-22T20:00,Science Library,Study,81,94.59,80.2,normal
2026-05-22T20:00,Student Center,Dining,69,118.13,80.2,normal
2026-05-22T20:00,Mesa Housing,Residence,59,93.29,80.2,normal
2026-05-22T20:00,Arts Annex,Studio,24,53.26,80.2,normal
2026-05-22T20:00,Bio Research,Lab,28,112.62,80.2,normal
2026-05-22T21:00,Engineering Hall,Lab,30,101.66,76.3,normal
2026-05-22T21:00,Science Library,Study,105,99.22,76.3,normal
2026-05-22T21:00,Student Center,Dining,59,109.12,76.3,normal
2026-05-22T21:00,Mesa Housing,Residence,54,90.32,76.3,normal
2026-05-22T21:00,Arts Annex,Studio,18,52.29,76.3,normal
2026-05-22T21:00,Bio Research,Lab,17,104.79,76.3,normal
2026-05-22T22:00,Engineering Hall,Lab,30,97.81,75.5,normal
2026-05-22T22:00,Science Library,Study,84,93.18,75.5,normal
2026-05-22T22:00,Student Center,Dining,27,92.08,75.5,normal
2026-05-22T22:00,Mesa Housing,Residence,72,97.28,75.5,normal
2026-05-22T22:00,Arts Annex,Studio,15,49.38,75.5,normal
2026-05-22T22:00,Bio Research,Lab,27,108.44,75.5,normal
2026-05-22T23:00,Engineering Hall,Lab,23,93.92,74.6,normal
2026-05-22T23:00,Science Library,Study,56,81.03,74.6,normal
2026-05-22T23:00,Student Center,Dining,28,86.16,74.6,normal
2026-05-22T23:00,Mesa Housing,Residence,58,91.75,74.6,normal
2026-05-22T23:00,Arts Annex,Studio,9,40.98,74.6,normal
2026-05-22T23:00,Bio Research,Lab,19,107.42,74.6,normal
2026-05-23T00:00,Engineering Hall,Lab,13,91.71,70.2,normal
2026-05-23T00:00,Science Library,Study,12,63.43,70.2,normal
2026-05-23T00:00,Student Center,Dining,15,84.0,70.2,normal
2026-05-23T00:00,Mesa Housing,Residence,81,93.47,70.2,normal
2026-05-23T00:00,Arts Annex,Studio,4,44.59,70.2,normal
2026-05-23T00:00,Bio Research,Lab,7,99.23,70.2,normal
2026-05-23T01:00,Engineering Hall,Lab,12,92.75,68.4,normal
2026-05-23T01:00,Science Library,Study,20,66.35,68.4,normal
2026-05-23T01:00,Student Center,Dining,13,82.85,68.4,normal
2026-05-23T01:00,Mesa Housing,Residence,45,81.86,68.4,normal
2026-05-23T01:00,Arts Annex,Studio,6,42.42,68.4,normal
2026-05-23T01:00,Bio Research,Lab,11,97.17,68.4,normal
2026-05-23T02:00,Engineering Hall,Lab,15,85.4,65.2,normal
2026-05-23T02:00,Science Library,Study,13,55.83,65.2,normal
2026-05-23T02:00,Student Center,Dining,19,83.54,65.2,normal
2026-05-23T02:00,Mesa Housing,Residence,89,95.32,65.2,normal
2026-05-23T02:00,Arts Annex,Studio,4,43.2,65.2,normal
2026-05-23T02:00,Bio Research,Lab,13,95.22,65.2,normal
2026-05-23T03:00,Engineering Hall,Lab,9,91.8,60.6,normal
2026-05-23T03:00,Science Library,Study,15,62.03,60.6,normal
2026-05-23T03:00,Student Center,Dining,10,83.08,60.6,normal
2026-05-23T03:00,Mesa Housing,Residence,50,83.67,60.6,normal
2026-05-23T03:00,Arts Annex,Studio,8,44.6,60.6,normal
2026-05-23T03:00,Bio Research,Lab,14,97.58,60.6,normal
2026-05-23T04:00,Engineering Hall,Lab,10,87.58,59.5,normal
2026-05-23T04:00,Science Library,Study,13,61.85,59.5,normal
2026-05-23T04:00,Student Center,Dining,14,86.34,59.5,normal
2026-05-23T04:00,Mesa Housing,Residence,45,81.58,59.5,normal
2026-05-23T04:00,Arts Annex,Studio,7,46.94,59.5,normal
2026-05-23T04:00,Bio Research,Lab,16,95.89,59.5,normal
2026-05-23T05:00,Engineering Hall,Lab,17,97.56,57.4,normal
2026-05-23T05:00,Science Library,Study,19,64.46,57.4,normal
2026-05-23T05:00,Student Center,Dining,12,78.23,57.4,normal
2026-05-23T05:00,Mesa Housing,Residence,83,97.95,57.4,normal
2026-05-23T05:00,Arts Annex,Studio,11,46.49,57.4,normal
2026-05-23T05:00,Bio Research,Lab,16,96.29,57.4,normal
2026-05-23T06:00,Engineering Hall,Lab,17,89.48,56.6,normal
2026-05-23T06:00,Science Library,Study,26,64.33,56.6,normal
2026-05-23T06:00,Student Center,Dining,19,82.99,56.6,normal
2026-05-23T06:00,Mesa Housing,Residence,52,90.83,56.6,normal
2026-05-23T06:00,Arts Annex,Studio,11,41.98,56.6,normal
2026-05-23T06:00,Bio Research,Lab,25,100.48,56.6,normal
2026-05-23T07:00,Engineering Hall,Lab,20,90.95,56.4,normal
2026-05-23T07:00,Science Library,Study,24,64.68,56.4,normal
2026-05-23T07:00,Student Center,Dining,21,82.24,56.4,normal
2026-05-23T07:00,Mesa Housing,Residence,41,85.94,56.4,normal
2026-05-23T07:00,Arts Annex,Studio,13,44.54,56.4,normal
2026-05-23T07:00,Bio Research,Lab,19,98.42,56.4,normal
2026-05-23T08:00,Engineering Hall,Lab,36,104.41,56.4,normal
2026-05-23T08:00,Science Library,Study,35,75.04,56.4,normal
2026-05-23T08:00,Student Center,Dining,26,85.58,56.4,normal
2026-05-23T08:00,Mesa Housing,Residence,60,94.7,56.4,normal
2026-05-23T08:00,Arts Annex,Studio,13,49.17,56.4,normal
2026-05-23T08:00,Bio Research,Lab,40,112.34,56.4,normal
2026-05-23T09:00,Engineering Hall,Lab,56,106.61,56.4,normal
2026-05-23T09:00,Science Library,Study,42,73.97,56.4,normal
2026-05-23T09:00,Student Center,Dining,41,96.8,56.4,normal
2026-05-23T09:00,Mesa Housing,Residence,73,90.86,56.4,normal
2026-05-23T09:00,Arts Annex,Studio,17,48.84,56.4,normal
2026-05-23T09:00,Bio Research,Lab,26,103.71,56.4,normal
2026-05-23T10:00,Engineering Hall,Lab,50,105.1,59.0,normal
2026-05-23T10:00,Science Library,Study,66,83.2,59.0,normal
2026-05-23T10:00,Student Center,Dining,48,99.99,59.0,normal
2026-05-23T10:00,Mesa Housing,Residence,37,82.11,59.0,normal
2026-05-23T10:00,Arts Annex,Studio,34,54.04,59.0,normal
2026-05-23T10:00,Bio Research,Lab,52,118.13,59.0,normal
2026-05-23T11:00,Engineering Hall,Lab,50,103.68,59.9,normal
2026-05-23T11:00,Science Library,Study,49,75.34,59.9,normal
2026-05-23T11:00,Student Center,Dining,59,99.89,59.9,normal
2026-05-23T11:00,Mesa Housing,Residence,45,84.32,59.9,normal
2026-05-23T11:00,Arts Annex,Studio,27,46.05,59.9,normal
2026-05-23T11:00,Bio Research,Lab,62,115.53,59.9,normal
2026-05-23T12:00,Engineering Hall,Lab,38,95.73,65.2,normal
2026-05-23T12:00,Science Library,Study,70,85.95,65.2,normal
2026-05-23T12:00,Student Center,Dining,70,109.08,65.2,normal
2026-05-23T12:00,Mesa Housing,Residence,46,80.17,65.2,normal
2026-05-23T12:00,Arts Annex,Studio,22,45.06,65.2,normal
2026-05-23T12:00,Bio Research,Lab,55,118.11,65.2,normal
2026-05-23T13:00,Engineering Hall,Lab,62,115.36,68.5,normal
2026-05-23T13:00,Science Library,Study,68,80.56,68.5,normal
2026-05-23T13:00,Student Center,Dining,66,103.36,68.5,normal
2026-05-23T13:00,Mesa Housing,Residence,46,79.11,68.5,normal
2026-05-23T13:00,Arts Annex,Studio,22,49.98,68.5,normal
2026-05-23T13:00,Bio Research,Lab,44,113.42,68.5,normal
2026-05-23T14:00,Engineering Hall,Lab,64,115.03,70.4,normal
2026-05-23T14:00,Science Library,Study,88,93.04,70.4,normal
2026-05-23T14:00,Student Center,Dining,54,101.71,70.4,normal
2026-05-23T14:00,Mesa Housing,Residence,26,78.61,70.4,normal
2026-05-23T14:00,Arts Annex,Studio,37,49.67,70.4,normal
2026-05-23T14:00,Bio Research,Lab,37,109.75,70.4,normal
2026-05-23T15:00,Engineering Hall,Lab,44,97.81,72.2,normal
2026-05-23T15:00,Science Library,Study,84,89.22,72.2,normal
2026-05-23T15:00,Student Center,Dining,34,87.04,72.2,normal
2026-05-23T15:00,Mesa Housing,Residence,42,75.93,72.2,normal
2026-05-23T15:00,Arts Annex,Studio,33,47.95,72.2,normal
2026-05-23T15:00,Bio Research,Lab,43,109.02,72.2,normal
2026-05-23T16:00,Engineering Hall,Lab,53,112.61,75.0,normal
2026-05-23T16:00,Science Library,Study,71,82.33,75.0,normal
2026-05-23T16:00,Student Center,Dining,32,89.21,75.0,normal
2026-05-23T16:00,Mesa Housing,Residence,42,85.36,75.0,normal
2026-05-23T16:00,Arts Annex,Studio,22,51.41,75.0,normal
2026-05-23T16:00,Bio Research,Lab,41,112.16,75.0,normal
2026-05-23T17:00,Engineering Hall,Lab,48,105.38,76.5,normal
2026-05-23T17:00,Science Library,Study,64,83.25,76.5,normal
2026-05-23T17:00,Student Center,Dining,69,112.52,76.5,normal
2026-05-23T17:00,Mesa Housing,Residence,44,81.5,76.5,normal
2026-05-23T17:00,Arts Annex,Studio,21,52.09,76.5,normal
2026-05-23T17:00,Bio Research,Lab,24,104.97,76.5,normal
2026-05-23T18:00,Engineering Hall,Lab,26,97.85,77.4,normal
2026-05-23T18:00,Science Library,Study,58,79.2,77.4,normal
2026-05-23T18:00,Student Center,Dining,80,115.92,77.4,normal
2026-05-23T18:00,Mesa Housing,Residence,37,86.49,77.4,normal
2026-05-23T18:00,Arts Annex,Studio,20,55.11,77.4,normal
2026-05-23T18:00,Bio Research,Lab,39,110.3,77.4,normal
2026-05-23T19:00,Engineering Hall,Lab,20,96.07,80.4,normal
2026-05-23T19:00,Science Library,Study,84,101.21,80.4,normal
2026-05-23T19:00,Student Center,Dining,65,115.77,80.4,normal
2026-05-23T19:00,Mesa Housing,Residence,49,91.47,80.4,normal
2026-05-23T19:00,Arts Annex,Studio,12,47.38,80.4,normal
2026-05-23T19:00,Bio Research,Lab,23,113.89,80.4,normal
2026-05-23T20:00,Engineering Hall,Lab,30,108.1,79.1,normal
2026-05-23T20:00,Science Library,Study,43,83.5,79.1,normal
2026-05-23T20:00,Student Center,Dining,38,101.01,79.1,normal
2026-05-23T20:00,Mesa Housing,Residence,45,88.22,79.1,normal
2026-05-23T20:00,Arts Annex,Studio,12,49.04,79.1,normal
2026-05-23T20:00,Bio Research,Lab,20,104.72,79.1,normal
2026-05-23T21:00,Engineering Hall,Lab,15,95.39,77.4,normal
2026-05-23T21:00,Science Library,Study,72,88.08,77.4,normal
2026-05-23T21:00,Student Center,Dining,37,101.02,77.4,normal
2026-05-23T21:00,Mesa Housing,Residence,57,89.36,77.4,normal
2026-05-23T21:00,Arts Annex,Studio,9,44.73,77.4,normal
2026-05-23T21:00,Bio Research,Lab,20,108.85,77.4,normal
2026-05-23T22:00,Engineering Hall,Lab,13,95.65,76.1,normal
2026-05-23T22:00,Science Library,Study,49,81.69,76.1,normal
2026-05-23T22:00,Student Center,Dining,26,90.4,76.1,normal
2026-05-23T22:00,Mesa Housing,Residence,62,93.07,76.1,normal
2026-05-23T22:00,Arts Annex,Studio,11,48.28,76.1,normal
2026-05-23T22:00,Bio Research,Lab,19,105.62,76.1,normal
2026-05-23T23:00,Engineering Hall,Lab,10,86.47,71.6,normal
2026-05-23T23:00,Science Library,Study,36,67.3,71.6,normal
2026-05-23T23:00,Student Center,Dining,12,79.53,71.6,normal
2026-05-23T23:00,Mesa Housing,Residence,42,79.88,71.6,normal
2026-05-23T23:00,Arts Annex,Studio,6,44.01,71.6,normal
2026-05-23T23:00,Bio Research,Lab,9,99.09,71.6,normal
2026-05-24T00:00,Engineering Hall,Lab,11,87.57,71.5,normal
2026-05-24T00:00,Science Library,Study,15,61.9,71.5,normal
2026-05-24T00:00,Student Center,Dining,18,86.39,71.5,normal
2026-05-24T00:00,Mesa Housing,Residence,67,92.9,71.5,normal
2026-05-24T00:00,Arts Annex,Studio,6,38.9,71.5,normal
2026-05-24T00:00,Bio Research,Lab,9,91.95,71.5,normal
2026-05-24T01:00,Engineering Hall,Lab,8,90.13,65.2,normal
2026-05-24T01:00,Science Library,Study,14,63.11,65.2,normal
2026-05-24T01:00,Student Center,Dining,15,77.67,65.2,normal
2026-05-24T01:00,Mesa Housing,Residence,56,85.02,65.2,normal
2026-05-24T01:00,Arts Annex,Studio,6,40.92,65.2,normal
2026-05-24T01:00,Bio Research,Lab,7,93.3,65.2,normal
2026-05-24T02:00,Engineering Hall,Lab,10,85.43,63.0,normal
2026-05-24T02:00,Science Library,Study,17,65.03,63.0,normal
2026-05-24T02:00,Student Center,Dining,16,77.1,63.0,normal
2026-05-24T02:00,Mesa Housing,Residence,49,84.79,63.0,normal
2026-05-24T02:00,Arts Annex,Studio,5,42.56,63.0,normal
2026-05-24T02:00,Bio Research,Lab,11,100.39,63.0,normal
2026-05-24T03:00,Engineering Hall,Lab,11,88.33,62.5,normal
2026-05-24T03:00,Science Library,Study,13,59.07,62.5,normal
2026-05-24T03:00,Student Center,Dining,20,85.4,62.5,normal
2026-05-24T03:00,Mesa Housing,Residence,63,89.24,62.5,normal
2026-05-24T03:00,Arts Annex,Studio,9,39.88,62.5,normal
2026-05-24T03:00,Bio Research,Lab,10,98.8,62.5,normal
2026-05-24T04:00,Engineering Hall,Lab,15,93.83,59.8,normal
2026-05-24T04:00,Science Library,Study,22,67.17,59.8,normal
2026-05-24T04:00,Student Center,Dining,15,83.63,59.8,normal
2026-05-24T04:00,Mesa Housing,Residence,64,88.51,59.8,normal
2026-05-24T04:00,Arts Annex,Studio,7,39.08,59.8,normal
2026-05-24T04:00,Bio Research,Lab,10,101.59,59.8,normal
2026-05-24T05:00,Engineering Hall,Lab,13,87.78,56.6,normal
2026-05-24T05:00,Science Library,Study,15,67.8,56.6,normal
2026-05-24T05:00,Student Center,Dining,11,84.66,56.6,normal
2026-05-24T05:00,Mesa Housing,Residence,83,102.67,56.6,normal
2026-05-24T05:00,Arts Annex,Studio,6,42.05,56.6,normal
2026-05-24T05:00,Bio Research,Lab,18,98.7,56.6,normal
2026-05-24T06:00,Engineering Hall,Lab,16,96.98,54.9,normal
2026-05-24T06:00,Science Library,Study,29,73.81,54.9,normal
2026-05-24T06:00,Student Center,Dining,12,82.73,54.9,normal
2026-05-24T06:00,Mesa Housing,Residence,61,93.19,54.9,normal
2026-05-24T06:00,Arts Annex,Studio,10,45.49,54.9,normal
2026-05-24T06:00,Bio Research,Lab,16,104.9,54.9,normal
2026-05-24T07:00,Engineering Hall,Lab,28,97.28,54.8,normal
2026-05-24T07:00,Science Library,Study,36,73.21,54.8,normal
2026-05-24T07:00,Student Center,Dining,24,88.04,54.8,normal
2026-05-24T07:00,Mesa Housing,Residence,83,104.65,54.8,normal
2026-05-24T07:00,Arts Annex,Studio,15,45.75,54.8,normal
2026-05-24T07:00,Bio Research,Lab,23,105.82,54.8,normal
2026-05-24T08:00,Engineering Hall,Lab,43,107.65,57.3,normal
2026-05-24T08:00,Science Library,Study,26,65.75,57.3,normal
2026-05-24T08:00,Student Center,Dining,28,93.73,57.3,normal
2026-05-24T08:00,Mesa Housing,Residence,62,86.54,57.3,normal
2026-05-24T08:00,Arts Annex,Studio,25,53.73,57.3,normal
2026-05-24T08:00,Bio Research,Lab,27,108.57,57.3,normal
2026-05-24T09:00,Engineering Hall,Lab,55,107.43,55.7,normal
2026-05-24T09:00,Science Library,Study,40,79.05,55.7,normal
2026-05-24T09:00,Student Center,Dining,29,90.86,55.7,normal
2026-05-24T09:00,Mesa Housing,Residence,50,82.11,55.7,normal
2026-05-24T09:00,Arts Annex,Studio,16,47.82,55.7,normal
2026-05-24T09:00,Bio Research,Lab,31,113.5,55.7,normal
2026-05-24T10:00,Engineering Hall,Lab,32,103.54,58.0,normal
2026-05-24T10:00,Science Library,Study,61,83.01,58.0,normal
2026-05-24T10:00,Student Center,Dining,61,102.32,58.0,normal
2026-05-24T10:00,Mesa Housing,Residence,44,86.6,58.0,normal
2026-05-24T10:00,Arts Annex,Studio,31,48.39,58.0,normal
2026-05-24T10:00,Bio Research,Lab,50,115.1,58.0,normal
2026-05-24T11:00,Engineering Hall,Lab,36,98.06,59.0,normal
2026-05-24T11:00,Science Library,Study,68,84.17,59.0,normal
2026-05-24T11:00,Student Center,Dining,73,111.62,59.0,normal
2026-05-24T11:00,Mesa Housing,Residence,35,77.24,59.0,normal
2026-05-24T11:00,Arts Annex,Studio,25,44.74,59.0,normal
2026-05-24T11:00,Bio Research,Lab,45,115.81,59.0,normal
2026-05-24T12:00,Engineering Hall,Lab,39,104.27,63.7,normal
2026-05-24T12:00,Science Library,Study,64,75.65,63.7,normal
2026-05-24T12:00,Student Center,Dining,68,104.65,63.7,normal
2026-05-24T12:00,Mesa Housing,Residence,33,76.25,63.7,normal
2026-05-24T12:00,Arts Annex,Studio,33,47.94,63.7,normal
2026-05-24T12:00,Bio Research,Lab,46,113.31,63.7,normal
2026-05-24T13:00,Engineering Hall,Lab,72,110.89,65.3,normal
2026-05-24T13:00,Science Library,Study,64,80.56,65.3,normal
2026-05-24T13:00,Student Center,Dining,84,115.71,65.3,normal
2026-05-24T13:00,Mesa Housing,Residence,38,78.55,65.3,normal
2026-05-24T13:00,Arts Annex,Studio,33,55.35,65.3,normal
2026-05-24T13:00,Bio Research,Lab,40,104.2,65.3,normal
2026-05-24T14:00,Engineering Hall,Lab,47,106.19,71.3,normal
2026-05-24T14:00,Science Library,Study,71,85.93,71.3,normal
2026-05-24T14:00,Student Center,Dining,59,101.09,71.3,normal
2026-05-24T14:00,Mesa Housing,Residence,27,75.16,71.3,normal
2026-05-24T14:00,Arts Annex,Studio,36,48.38,71.3,normal
2026-05-24T14:00,Bio Research,Lab,57,116.14,71.3,normal
2026-05-24T15:00,Engineering Hall,Lab,54,112.11,73.8,normal
2026-05-24T15:00,Science Library,Study,46,78.18,73.8,normal
2026-05-24T15:00,Student Center,Dining,35,90.75,73.8,normal
2026-05-24T15:00,Mesa Housing,Residence,26,73.27,73.8,normal
2026-05-24T15:00,Arts Annex,Studio,19,51.72,73.8,normal
2026-05-24T15:00,Bio Research,Lab,46,118.52,73.8,normal
2026-05-24T16:00,Engineering Hall,Lab,38,106.32,75.7,normal
2026-05-24T16:00,Science Library,Study,52,78.39,75.7,normal
2026-05-24T16:00,Student Center,Dining,56,108.96,75.7,normal
2026-05-24T16:00,Mesa Housing,Residence,34,77.61,75.7,normal
2026-05-24T16:00,Arts Annex,Studio,23,54.81,75.7,normal
2026-05-24T16:00,Bio Research,Lab,49,120.95,75.7,normal
2026-05-24T17:00,Engineering Hall,Lab,55,112.89,76.9,normal
2026-05-24T17:00,Science Library,Study,67,91.33,76.9,normal
2026-05-24T17:00,Student Center,Dining,62,112.7,76.9,normal
2026-05-24T17:00,Mesa Housing,Residence,46,83.09,76.9,normal
2026-05-24T17:00,Arts Annex,Studio,25,56.28,76.9,normal
2026-05-24T17:00,Bio Research,Lab,38,111.8,76.9,normal
2026-05-24T18:00,Engineering Hall,Lab,39,103.69,76.9,normal
2026-05-24T18:00,Science Library,Study,71,87.88,76.9,normal
2026-05-24T18:00,Student Center,Dining,169,159.54,76.9,concert load spike
2026-05-24T18:00,Mesa Housing,Residence,27,83.8,76.9,normal
2026-05-24T18:00,Arts Annex,Studio,18,55.45,76.9,normal
2026-05-24T18:00,Bio Research,Lab,27,113.54,76.9,normal
2026-05-24T19:00,Engineering Hall,Lab,21,103.09,80.8,normal
2026-05-24T19:00,Science Library,Study,58,90.82,80.8,normal
2026-05-24T19:00,Student Center,Dining,69,121.92,80.8,normal
2026-05-24T19:00,Mesa Housing,Residence,32,87.33,80.8,normal
2026-05-24T19:00,Arts Annex,Studio,20,50.81,80.8,normal
2026-05-24T19:00,Bio Research,Lab,19,112.29,80.8,normal
2026-05-24T20:00,Engineering Hall,Lab,22,99.83,78.1,normal
2026-05-24T20:00,Science Library,Study,66,89.72,78.1,normal
2026-05-24T20:00,Student Center,Dining,62,109.63,78.1,normal
2026-05-24T20:00,Mesa Housing,Residence,53,91.91,78.1,normal
2026-05-24T20:00,Arts Annex,Studio,14,49.25,78.1,normal
2026-05-24T20:00,Bio Research,Lab,25,106.62,78.1,normal
2026-05-24T21:00,Engineering Hall,Lab,24,97.63,75.8,normal
2026-05-24T21:00,Science Library,Study,52,80.65,75.8,normal
2026-05-24T21:00,Student Center,Dining,26,88.23,75.8,normal
2026-05-24T21:00,Mesa Housing,Residence,45,90.69,75.8,normal
2026-05-24T21:00,Arts Annex,Studio,10,50.54,75.8,normal
2026-05-24T21:00,Bio Research,Lab,18,99.85,75.8,normal
2026-05-24T22:00,Engineering Hall,Lab,16,99.14,76.9,normal
2026-05-24T22:00,Science Library,Study,48,75.5,76.9,normal
2026-05-24T22:00,Student Center,Dining,25,94.74,76.9,normal
2026-05-24T22:00,Mesa Housing,Residence,42,84.22,76.9,normal
2026-05-24T22:00,Arts Annex,Studio,7,46.86,76.9,normal
2026-05-24T22:00,Bio Research,Lab,20,109.17,76.9,normal
2026-05-24T23:00,Engineering Hall,Lab,19,94.54,73.8,normal
2026-05-24T23:00,Science Library,Study,51,77.53,73.8,normal
2026-05-24T23:00,Student Center,Dining,12,78.49,73.8,normal
2026-05-24T23:00,Mesa Housing,Residence,36,83.03,73.8,normal
2026-05-24T23:00,Arts Annex,Studio,5,42.9,73.8,normal
2026-05-24T23:00,Bio Research,Lab,12,101.83,73.8,normal
2026-05-25T00:00,Engineering Hall,Lab,15,85.18,70.3,normal
2026-05-25T00:00,Science Library,Study,18,67.52,70.3,normal
2026-05-25T00:00,Student Center,Dining,24,85.66,70.3,normal
2026-05-25T00:00,Mesa Housing,Residence,114,110.78,70.3,normal
2026-05-25T00:00,Arts Annex,Studio,6,45.41,70.3,normal
2026-05-25T00:00,Bio Research,Lab,14,97.14,70.3,normal
2026-05-25T01:00,Engineering Hall,Lab,13,92.19,67.7,normal
2026-05-25T01:00,Science Library,Study,26,67.05,67.7,normal
2026-05-25T01:00,Student Center,Dining,16,86.1,67.7,normal
2026-05-25T01:00,Mesa Housing,Residence,91,102.97,67.7,normal
2026-05-25T01:00,Arts Annex,Studio,6,36.93,67.7,normal
2026-05-25T01:00,Bio Research,Lab,10,92.53,67.7,normal
2026-05-25T02:00,Engineering Hall,Lab,18,89.14,63.2,normal
2026-05-25T02:00,Science Library,Study,29,70.77,63.2,normal
2026-05-25T02:00,Student Center,Dining,25,83.41,63.2,normal
2026-05-25T02:00,Mesa Housing,Residence,105,104.66,63.2,normal
2026-05-25T02:00,Arts Annex,Studio,6,38.72,63.2,normal
2026-05-25T02:00,Bio Research,Lab,14,97.66,63.2,normal
2026-05-25T03:00,Engineering Hall,Lab,22,90.32,59.7,normal
2026-05-25T03:00,Science Library,Study,26,69.14,59.7,normal
2026-05-25T03:00,Student Center,Dining,22,89.12,59.7,normal
2026-05-25T03:00,Mesa Housing,Residence,99,106.41,59.7,normal
2026-05-25T03:00,Arts Annex,Studio,6,37.42,59.7,normal
2026-05-25T03:00,Bio Research,Lab,17,101.0,59.7,normal
2026-05-25T04:00,Engineering Hall,Lab,23,93.7,59.1,normal
2026-05-25T04:00,Science Library,Study,28,68.0,59.1,normal
2026-05-25T04:00,Student Center,Dining,22,83.89,59.1,normal
2026-05-25T04:00,Mesa Housing,Residence,125,113.11,59.1,normal
2026-05-25T04:00,Arts Annex,Studio,13,46.68,59.1,normal
2026-05-25T04:00,Bio Research,Lab,15,95.39,59.1,normal
2026-05-25T05:00,Engineering Hall,Lab,22,96.27,54.8,normal
2026-05-25T05:00,Science Library,Study,23,69.48,54.8,normal
2026-05-25T05:00,Student Center,Dining,18,88.55,54.8,normal
2026-05-25T05:00,Mesa Housing,Residence,108,112.82,54.8,normal
2026-05-25T05:00,Arts Annex,Studio,18,45.31,54.8,normal
2026-05-25T05:00,Bio Research,Lab,19,104.38,54.8,normal
2026-05-25T06:00,Engineering Hall,Lab,29,97.38,54.7,normal
2026-05-25T06:00,Science Library,Study,28,66.42,54.7,normal
2026-05-25T06:00,Student Center,Dining,19,85.79,54.7,normal
2026-05-25T06:00,Mesa Housing,Residence,98,103.01,54.7,normal
2026-05-25T06:00,Arts Annex,Studio,21,46.78,54.7,normal
2026-05-25T06:00,Bio Research,Lab,23,106.38,54.7,normal
2026-05-25T07:00,Engineering Hall,Lab,45,107.19,54.3,normal
2026-05-25T07:00,Science Library,Study,41,75.76,54.3,normal
2026-05-25T07:00,Student Center,Dining,23,84.4,54.3,normal
2026-05-25T07:00,Mesa Housing,Residence,115,112.24,54.3,normal
2026-05-25T07:00,Arts Annex,Studio,29,50.49,54.3,normal
2026-05-25T07:00,Bio Research,Lab,31,104.86,54.3,normal
2026-05-25T08:00,Engineering Hall,Lab,62,115.85,55.4,normal
2026-05-25T08:00,Science Library,Study,48,78.24,55.4,normal
2026-05-25T08:00,Student Center,Dining,44,98.27,55.4,normal
2026-05-25T08:00,Mesa Housing,Residence,106,110.44,55.4,normal
2026-05-25T08:00,Arts Annex,Studio,33,52.83,55.4,normal
2026-05-25T08:00,Bio Research,Lab,41,113.81,55.4,normal
2026-05-25T09:00,Engineering Hall,Lab,61,109.59,55.4,normal
2026-05-25T09:00,Science Library,Study,59,84.82,55.4,normal
2026-05-25T09:00,Student Center,Dining,42,102.86,55.4,normal
2026-05-25T09:00,Mesa Housing,Residence,88,97.55,55.4,normal
2026-05-25T09:00,Arts Annex,Studio,45,57.49,55.4,normal
2026-05-25T09:00,Bio Research,Lab,65,122.02,55.4,normal
2026-05-25T10:00,Engineering Hall,Lab,79,116.34,60.3,normal
2026-05-25T10:00,Science Library,Study,68,83.0,60.3,normal
2026-05-25T10:00,Student Center,Dining,47,94.13,60.3,normal
2026-05-25T10:00,Mesa Housing,Residence,64,89.36,60.3,normal
2026-05-25T10:00,Arts Annex,Studio,37,54.01,60.3,normal
2026-05-25T10:00,Bio Research,Lab,62,117.91,60.3,normal
2026-05-25T11:00,Engineering Hall,Lab,55,112.7,61.5,normal
2026-05-25T11:00,Science Library,Study,90,88.93,61.5,normal
2026-05-25T11:00,Student Center,Dining,77,115.28,61.5,normal
2026-05-25T11:00,Mesa Housing,Residence,68,92.57,61.5,normal
2026-05-25T11:00,Arts Annex,Studio,35,54.73,61.5,normal
2026-05-25T11:00,Bio Research,Lab,59,119.4,61.5,normal
2026-05-25T12:00,Engineering Hall,Lab,79,121.37,65.8,normal
2026-05-25T12:00,Science Library,Study,96,94.86,65.8,normal
2026-05-25T12:00,Student Center,Dining,62,104.0,65.8,normal
2026-05-25T12:00,Mesa Housing,Residence,82,98.29,65.8,normal
2026-05-25T12:00,Arts Annex,Studio,51,57.88,65.8,normal
2026-05-25T12:00,Bio Research,Lab,79,126.97,65.8,normal
2026-05-25T13:00,Engineering Hall,Lab,82,120.96,65.7,normal
2026-05-25T13:00,Science Library,Study,109,94.53,65.7,normal
2026-05-25T13:00,Student Center,Dining,98,117.42,65.7,normal
2026-05-25T13:00,Mesa Housing,Residence,76,89.3,65.7,normal
2026-05-25T13:00,Arts Annex,Studio,28,46.85,65.7,normal
2026-05-25T13:00,Bio Research,Lab,51,115.76,65.7,normal
2026-05-25T14:00,Engineering Hall,Lab,87,126.24,69.7,normal
2026-05-25T14:00,Science Library,Study,115,102.75,69.7,normal
2026-05-25T14:00,Student Center,Dining,48,93.69,69.7,normal
2026-05-25T14:00,Mesa Housing,Residence,44,79.36,69.7,normal
2026-05-25T14:00,Arts Annex,Studio,46,55.54,69.7,normal
2026-05-25T14:00,Bio Research,Lab,57,113.22,69.7,normal
2026-05-25T15:00,Engineering Hall,Lab,61,111.67,74.6,normal
